5141.EFNCRP00000007282	GO:0004476,GO:0031505
10090.ENSMUSP00000089298	GO:0042446,GO:0060586,GO:0097459
316407.1800070	GO:0031237
4932.YML030W	GO:0006298,GO:0031305,GO:0033617,GO:0097249,GO:0097250
316407.1800072	GO:0003001,GO:0010699,GO:0019284,GO:0043768
9606.ENSP00000287202	GO:0000381
316407.1800079	GO:0004357,GO:0006750,GO:0006972,GO:0046872,GO:0071243,GO:0071288
511145.b3444	GO:0006313
511145.b3447	GO:0003840,GO:0042597
7227.FBpp0083713	GO:0005788,GO:0007030,GO:0007219,GO:0033577,GO:0045746,GO:0045747,GO:0046527,GO:2000035
7227.FBpp0083717	GO:0003727,GO:0005737,GO:0007279,GO:0007294,GO:0007367,GO:0016442,GO:0016443,GO:0030422,GO:0030727,GO:0031054,GO:0033227,GO:0035087,GO:0042078,GO:0045448,GO:0048813,GO:0070883
3702.AT3G59540.1	GO:0022625
7227.FBpp0082351	GO:0004984
4896.SPBC25H2.11c.1	GO:0000124,GO:0000790,GO:0006357
243276.TP0748	GO:0005737
4932.YPL027W	GO:0005628,GO:0032120
4932.YER052C	GO:0004072,GO:0009086,GO:0009088,GO:0009090
7227.FBpp0072097	GO:0000915,GO:0001737,GO:0003779,GO:0005875,GO:0007298,GO:0007409,GO:0008585,GO:0010591,GO:0016319,GO:0030041,GO:0036011,GO:0042052,GO:0042067
4932.YHR108W	GO:0005802,GO:0006895,GO:0006896,GO:0043130,GO:0043328,GO:0070273
3702.AT3G09270.1	GO:0009407,GO:0046686
511145.b1540	GO:0003677
4896.SPBC83.07.1	GO:0000790,GO:0005829,GO:0006338,GO:0006357,GO:0048189
7227.FBpp0085658	GO:0000922,GO:0005818,GO:0048471
3702.AT2G17130.1	GO:0005739,GO:0006099
4896.SPAC30D11.01c.1	GO:0009313,GO:0009986,GO:0044247,GO:0046379
9606.ENSP00000265843	GO:0003334,GO:0005768,GO:0045921,GO:0050714,GO:0071985
9606.ENSP00000265840	GO:0005096,GO:0005634,GO:0005737
9606.ENSP00000449230	GO:0006349,GO:0043045
10090.ENSMUSP00000075690	GO:0042176
4932.YLR128W	GO:0019788,GO:0043130,GO:0045116,GO:0051443
9606.ENSP00000265849	GO:0006298,GO:0032138
9606.ENSP00000253861	GO:0005737,GO:0005886,GO:0044267
6239.ZK945.9	GO:0031513,GO:0034606,GO:0034608,GO:0043025
10116.ENSRNOP00000022658	GO:0007565
3702.AT2G27730.1	GO:0005507,GO:0005730,GO:0005747,GO:0005773,GO:0009853
10116.ENSRNOP00000028278	GO:0031103
10090.ENSMUSP00000104861	GO:0003723,GO:0008298,GO:0010494
10116.ENSRNOP00000013730	GO:0005783
10090.ENSMUSP00000104865	GO:0001581,GO:0071468
10116.ENSRNOP00000028271	GO:0004373,GO:0005536,GO:0005978
3702.AT1G17920.1	GO:0010091,GO:0048497
5141.EFNCRP00000004665	GO:0005634,GO:0005829
4932.YCR014C	GO:0003887,GO:0005634,GO:0006303
10090.ENSMUSP00000000769	GO:0005615,GO:0016525,GO:0060770
5141.EFNCRP00000008322	GO:0004056,GO:0005212,GO:0006526
4896.SPAC16C9.05.1	GO:0005829,GO:0032221
3702.AT2G30080.1	GO:0009624
9606.ENSP00000261168	GO:0005634,GO:0006306,GO:0045892,GO:0045893,GO:0045898
10090.ENSMUSP00000079991	GO:0002316,GO:0005829,GO:0010468,GO:0032237,GO:0032496,GO:0032959,GO:0043069,GO:0050852,GO:0050853,GO:0051209
10090.ENSMUSP00000090335	GO:0007605,GO:0042474
511145.b4106	GO:0042916
10090.ENSMUSP00000090330	GO:0001662,GO:0007606,GO:0007635,GO:1990080
3702.AT1G08230.2	GO:0005886,GO:0015185
162425.CADANIAP00002035	GO:0000909,GO:0005634,GO:0005737,GO:0043944,GO:0070798,GO:0071470
4932.YJR108W	GO:0000226
7227.FBpp0077318	GO:0003700,GO:0007366,GO:0007379,GO:0007611,GO:0008361,GO:0032368,GO:0032783,GO:0042048,GO:0042051,GO:0048190,GO:0051493
9606.ENSP00000284154	GO:0005070,GO:0005829,GO:0007265,GO:0007267
9606.ENSP00000313811	GO:0004197,GO:0004221,GO:0005813,GO:0008277,GO:0070536,GO:0071108
511145.b4101	GO:0019700
1148.SYNGTS_2629	GO:0030288
9606.ENSP00000355629	GO:0000139,GO:0005795,GO:0006486,GO:0006886,GO:0006891,GO:0007030,GO:0008565,GO:0009312,GO:0017119
4896.SPBC215.12.1	GO:0005681,GO:0005682,GO:0005829,GO:0045292
7227.FBpp0087879	GO:0001078,GO:0002052,GO:0003677,GO:0005634,GO:0007219,GO:0007540,GO:0007549,GO:0008344,GO:0008345,GO:0048813
10090.ENSMUSP00000082548	GO:0019941,GO:0031386,GO:0032020,GO:0042742,GO:0045648,GO:0051607
3702.AT4G23690.1	GO:0042349,GO:0042803,GO:1901599
9606.ENSP00000355627	GO:0001819,GO:0001822,GO:0001974,GO:0002003,GO:0002034,GO:0005615,GO:0007199,GO:0007263,GO:0007267,GO:0008083,GO:0010535,GO:0010595,GO:0010698,GO:0010744,GO:0010873,GO:0014068,GO:0033864,GO:0044255,GO:0044267,GO:0044281,GO:0045742,GO:0045893,GO:0050729,GO:0051092,GO:0051387,GO:0061098,GO:0090190,GO:2000379,GO:2001238
9606.ENSP00000358783	GO:0004985,GO:0005886,GO:0016021
4896.SPBC1539.07c.1	GO:0005634,GO:0005829
3702.AT2G34590.1	GO:0008270,GO:0009941,GO:0048868
269797.Mbar_A3634	GO:0043852
9606.ENSP00000295666	GO:0005615,GO:0007155,GO:0008285
316385.ECDH10B_1541	GO:0008911,GO:0019301,GO:0042355,GO:0050569
4896.SPBC1289.15.1	GO:0005576,GO:0005737
4896.SPCC1840.07c.1	GO:0005783
4896.SPAC9E9.13.1	GO:0005634,GO:0005829,GO:0007346
3702.AT3G13550.1	GO:0005634,GO:0010099
4932.YKL182W	GO:0004313,GO:0004314,GO:0004319,GO:0005811,GO:0005835,GO:0006633,GO:0016409,GO:0019171
9606.ENSP00000401980	GO:0001934,GO:0002218,GO:0002230,GO:0004871,GO:0005741,GO:0005778,GO:0032480,GO:0032727,GO:0032728,GO:0032757,GO:0032760,GO:0033160,GO:0042742,GO:0042993,GO:0043123,GO:0045071,GO:0045087,GO:0045944,GO:0051091,GO:0051607,GO:0060340,GO:0071360,GO:0071651,GO:0071660,GO:1900063
3702.AT3G55360.1	GO:0005886,GO:0006665,GO:0009922,GO:0009923,GO:0010025,GO:0019166
10090.ENSMUSP00000003079	GO:0006468,GO:0006631,GO:0007612,GO:0008283,GO:0008603,GO:0009887
9606.ENSP00000431748	GO:0005887,GO:0007155,GO:0007399
7955.ENSDARP00000052602	GO:0003730,GO:0005737,GO:0008494,GO:0010628,GO:0043565,GO:0060965,GO:0070935
10090.ENSMUSP00000003074	GO:0005576,GO:0005829
9606.ENSP00000359131	GO:0001888,GO:0005783,GO:0006044,GO:0019276,GO:0035248
10090.ENSMUSP00000003071	GO:0034361
4896.SPBC26H8.06.1	GO:0005634,GO:0005829,GO:0008794,GO:0019430
3702.AT2G23930.1	GO:0005829
7227.FBpp0301994	GO:0000980,GO:0001745,GO:0005634,GO:0007476,GO:0007480,GO:0007525,GO:0035331,GO:0045944,GO:0055013,GO:0072089
3702.AT2G42260.1	GO:0005634,GO:0009561,GO:0009960,GO:0010091,GO:0010224,GO:0042023,GO:0060564,GO:1900426
3702.AT5G44160.1	GO:0010260,GO:0045893,GO:0048510,GO:0048573
44689.DDB0191376	GO:0005634,GO:0005737,GO:0007275,GO:0043157
44689.DDB0191377	GO:0005634,GO:0005737,GO:0043157
316407.85674749	GO:0003700,GO:0045892
316407.85674748	GO:0005829,GO:0016020
4932.YHR176W	GO:0004499,GO:0005789,GO:0006457
316407.85674745	GO:0010628
316407.85674744	GO:0016021,GO:0042936
9606.ENSP00000391097	GO:0005886
316407.85674743	GO:0008556,GO:0016021
316407.85674742	GO:0000986,GO:0001131
10090.ENSMUSP00000068298	GO:0001568,GO:0001822,GO:0001991,GO:0006954,GO:0042756
7227.FBpp0078326	GO:0000916,GO:0005886,GO:0007009,GO:0007110,GO:0007111,GO:0007286,GO:0007298,GO:0016028,GO:0043147,GO:0050803
3702.AT3G15210.1	GO:0009723,GO:0009737,GO:0009864,GO:0010105,GO:0010200,GO:0016604,GO:0045892
3702.AT5G47220.1	GO:0003700,GO:0005634,GO:0009864,GO:0009873,GO:0010200,GO:0045893
7227.FBpp0303173	GO:0000122,GO:0003705,GO:0005634,GO:0007480,GO:0048749
316385.ECDH10B_4115	GO:0004370,GO:0005829,GO:0006071,GO:0006974,GO:0008270
316385.ECDH10B_4114	GO:0030145,GO:0042132
316385.ECDH10B_4117	GO:0032153,GO:0042802,GO:0043093
316385.ECDH10B_4116	GO:0005886,GO:0015254,GO:0071288
316385.ECDH10B_4113	GO:0004324,GO:0005737,GO:0006001,GO:0042493
4932.YDR139C	GO:0031386,GO:0045116
4932.Q0120	GO:0000372,GO:0003723,GO:0005739
10090.ENSMUSP00000070463	GO:0007281,GO:0008270
316385.ECDH10B_4119	GO:0009234,GO:0046428
316385.ECDH10B_4118	GO:0006401,GO:0008428,GO:0060702
10090.ENSMUSP00000000186	GO:0030500,GO:0030643,GO:0045893,GO:0070374,GO:0090080
10090.ENSMUSP00000000187	GO:0001502,GO:0045445
10116.ENSRNOP00000038781	GO:0015187
4896.SPAC16E8.14c.1	GO:0005634,GO:0005829
7955.ENSDARP00000103425	GO:0000122,GO:0005634,GO:0045944
4932.YNR001C	GO:0004108,GO:0005758,GO:0005829,GO:0006099,GO:0006101,GO:0006537,GO:0046356
3702.AT5G50160.1	GO:0000293,GO:0005739,GO:0005886
9606.ENSP00000336842	GO:0031011
3702.AT2G21740.1	GO:0005576,GO:0009567,GO:0031982,GO:0080155,GO:2000008
10090.ENSMUSP00000043304	GO:0003351,GO:0005929,GO:0021591,GO:0042384
316407.1736848	GO:0005048,GO:0005737,GO:0051224
316407.1736849	GO:0009055,GO:0009061
316407.1736844	GO:0042884
4896.SPAC8F11.10c.1	GO:0005794,GO:0009272,GO:0009898,GO:0046919,GO:0051072
7227.FBpp0079059	GO:0004637,GO:0004641,GO:0004644,GO:0009113
316407.1736840	GO:0004175,GO:0009254
316407.1736843	GO:0042884
316385.ECDH10B_1897	GO:0006281,GO:0016787
316385.ECDH10B_1895	GO:0016783
10090.ENSMUSP00000038203	GO:0005739
10090.ENSMUSP00000038204	GO:0002326,GO:0002331,GO:0002358,GO:0002360,GO:0003682,GO:0005546,GO:0005547,GO:0005634,GO:0008270,GO:0033077,GO:0033151,GO:0035064,GO:0043325,GO:0046622,GO:0080025
4896.SPBC3E7.11c.1	GO:0005829
9606.ENSP00000333919	GO:0005886,GO:0031295
162425.CADANIAP00004062	GO:0004365,GO:0005622,GO:0035690,GO:0071470
3702.AT5G22500.1	GO:0005886,GO:0009507,GO:0009611,GO:0009651,GO:0010345,GO:0050062,GO:0080019
10116.ENSRNOP00000000905	GO:0000122,GO:0003714,GO:0005634,GO:0021984,GO:0045944,GO:0051169
3702.AT4G10250.1	GO:0005783,GO:0009408
316385.ECDH10B_1899	GO:0004354,GO:0005737,GO:0006537
9606.ENSP00000289431	GO:0005737
3702.AT5G28300.1	GO:0001158,GO:0005516,GO:0005634,GO:0045893
3702.AT2G42910.1	GO:0005829,GO:0005886,GO:0009506
10090.ENSMUSP00000046883	GO:0000226,GO:0004835,GO:0005874,GO:0030516
39947.LOC_Os07g08729.1	GO:0000723,GO:0006281
10090.ENSMUSP00000002855	GO:0005794,GO:0005801
4896.SPCC132.01c.1	GO:0005829
3702.AT2G40270.1	GO:0005886
4932.YLR240W	GO:0000329,GO:0000407,GO:0004672,GO:0005768,GO:0005777,GO:0016303,GO:0030242,GO:0032968,GO:0034271,GO:0034272,GO:0071561
3702.AT4G00750.1	GO:0005768,GO:0005794,GO:0005802
9606.ENSP00000472929	GO:0003700,GO:0005085,GO:0005829,GO:0005886,GO:0007173,GO:0007264,GO:0008543,GO:0030168,GO:0031295,GO:0038095,GO:0038096,GO:0043065,GO:0045087,GO:0048011,GO:0048015,GO:0051056,GO:0097190
3702.AT3G52115.1	GO:0000706,GO:0007276,GO:0010212
4932.YHL039W	GO:0016279,GO:0018026
9606.ENSP00000221498	GO:0004871,GO:0005615,GO:0009653
10090.ENSMUSP00000062607	GO:0001516,GO:0004622,GO:0005829,GO:0031982,GO:0032587,GO:0047498,GO:0050482,GO:0071236,GO:0071407
9606.ENSP00000216392	GO:0002060,GO:0005524,GO:0005829,GO:0005886,GO:0005980,GO:0006006,GO:0008144,GO:0008184,GO:0016208,GO:0019842,GO:0032052,GO:0042593,GO:0044281
3702.AT1G47210.2	GO:0005634,GO:0005737
10090.ENSMUSP00000124369	GO:0005813,GO:0030992,GO:0036064,GO:0042073,GO:0042384,GO:0072372
10116.ENSRNOP00000031550	GO:0000122,GO:0001591,GO:0001963,GO:0002031,GO:0005886,GO:0007194,GO:0008144,GO:0008284,GO:0030139,GO:0032416,GO:0035240,GO:0035483,GO:0035815,GO:0042493,GO:0042995,GO:0045177,GO:0045187,GO:0045840,GO:0045944,GO:0046717,GO:0048148,GO:0090325
4932.YCR028C	GO:0005886,GO:0006897,GO:0015233
10141.ENSCPOP00000014399	GO:0005887,GO:0023041,GO:0030594,GO:0071318,GO:0090075
419947.MRA_3233	GO:0046677,GO:0070542
9606.ENSP00000326630	GO:0001078,GO:0002295,GO:0005667,GO:0007596,GO:0010724,GO:0017053,GO:0030220,GO:0045078,GO:0045403
4896.SPCC970.08.1	GO:0005829
10090.ENSMUSP00000077168	GO:0001843
9606.ENSP00000265866	GO:0005634
7227.FBpp0081820	GO:0005085,GO:0040018,GO:0045793
7227.FBpp0081822	GO:0000022,GO:0051298
9606.ENSP00000223642	GO:0000187,GO:0005615,GO:0006935,GO:0006954,GO:0006956,GO:0007186,GO:0008009,GO:0010575,GO:0010760,GO:0030449,GO:0045087,GO:0090197
9606.ENSP00000408108	GO:0005634,GO:0005737
10090.ENSMUSP00000048376	GO:0001923,GO:0002237,GO:0005829,GO:0009620,GO:0042098,GO:0045087,GO:0050852,GO:0050856,GO:0050870,GO:0051092
10116.ENSRNOP00000054347	GO:0005739,GO:0015137
10090.ENSMUSP00000067385	GO:0000932,GO:0003723,GO:0005634,GO:0006417,GO:0007283,GO:0010494,GO:0048477,GO:0051726,GO:2001234
10090.ENSMUSP00000050750	GO:0001701,GO:0010468,GO:0035264,GO:0071514
511145.b3301	GO:0022625
10116.ENSRNOP00000004956	GO:0001501,GO:0007568,GO:0009612,GO:0031012
3702.AT1G80230.1	GO:0005739
10116.ENSRNOP00000004950	GO:0000122
9606.ENSP00000216027	GO:0005739,GO:0016226
9606.ENSP00000216024	GO:0000794,GO:0003677,GO:0005524,GO:0007131,GO:0007283,GO:0007292
7227.FBpp0077841	GO:0001737
10090.ENSMUSP00000044653	GO:0005736,GO:0009303
10090.ENSMUSP00000017799	GO:0002768,GO:0006874,GO:0009897,GO:0030890,GO:0032735,GO:0035631,GO:0042113,GO:0043231,GO:0048304,GO:0051023,GO:0051607
3702.AT5G15400.1	GO:0005829
3702.AT1G66270.1	GO:0005773,GO:0005783,GO:0008422,GO:0009506,GO:0009804,GO:0016020,GO:0016036,GO:0070417,GO:0071472
316407.1651317	GO:0008177,GO:0009055,GO:0009060,GO:0017004,GO:0020037,GO:0048039
316407.1651311	GO:0003904,GO:0018298
9606.ENSP00000322706	GO:0004421,GO:0005634,GO:0005829,GO:0005886,GO:0006695,GO:0044255
511145.b3300	GO:0005886,GO:0016021,GO:0043952,GO:0065002
4932.YDL141W	GO:0004077,GO:0009305,GO:0071734
316407.1651318	GO:0009055,GO:0009060,GO:0017004,GO:0020037
316407.1651319	GO:0000104,GO:0006099,GO:0009055,GO:0045282,GO:0050660
9606.ENSP00000328178	GO:0004865,GO:0006091
4932.YLL005C	GO:0030476
9606.ENSP00000357086	GO:0009897
9606.ENSP00000357087	GO:0005634
4932.YOR193W	GO:0005778,GO:0016559,GO:0044375
9606.ENSP00000370194	GO:0005737,GO:0008446,GO:0019673,GO:0042351,GO:0070401
4896.SPBPB2B2.06c.1	GO:0005634,GO:0005829
10090.ENSMUSP00000016771	GO:0000212,GO:0001701,GO:0001768,GO:0001931,GO:0005913,GO:0007520,GO:0016337,GO:0016460,GO:0030863,GO:0032796,GO:0051295
10116.ENSRNOP00000054694	GO:0003690
10090.ENSMUSP00000035110	GO:0005783,GO:0060262
3702.AT3G10700.1	GO:0005829,GO:0046396,GO:0046835,GO:0047912
10090.ENSMUSP00000035116	GO:0005739
9606.ENSP00000270708	GO:0005813
10090.ENSMUSP00000077781	GO:0001725,GO:0001843,GO:0005522,GO:0005829,GO:0005925,GO:0007411,GO:0008154,GO:0017124,GO:0030027,GO:0030175
10090.ENSMUSP00000077785	GO:0007281,GO:0007283,GO:0031047,GO:0033391,GO:0034587,GO:0043046,GO:0071546
10090.ENSMUSP00000106963	GO:0001726,GO:0005886,GO:0030675
10090.ENSMUSP00000110526	GO:0045662
6239.ZK1193.1	GO:0060107,GO:0060111
9606.ENSP00000460823	GO:0005764,GO:0005768,GO:0005829,GO:0007165,GO:0030276,GO:0031954,GO:0032147,GO:0043130,GO:0045839
4932.YCR091W	GO:0019236,GO:0045332
10090.ENSMUSP00000026879	GO:0032526
10116.ENSRNOP00000006886	GO:0005654,GO:0005829,GO:0030308,GO:0031670,GO:0071363
3702.AT4G03290.1	GO:0005634,GO:0005737,GO:0009409
9606.ENSP00000162391	GO:0005634,GO:0005730,GO:0043565,GO:0045893
688245.CtCNB1_2315	GO:0006523,GO:0006531,GO:0047688
3702.AT5G60950.1	GO:0050832
4932.YKL088W	GO:0009651,GO:0015937,GO:0071513
9606.ENSP00000332371	GO:0005590,GO:0005604,GO:0005788,GO:0008544,GO:0022617,GO:0030574
4932.YPL110C	GO:0046475,GO:0047389
4896.SPAC3F10.13.1	GO:0005634,GO:0005829,GO:0031593
4896.SPAC19A8.14.1	GO:0005739
9606.ENSP00000359958	GO:0003700,GO:0003723,GO:0005634,GO:0008380
6239.F52E10.1	GO:0000122,GO:0000228,GO:0007530,GO:0042464,GO:0051571
4932.YCR066W	GO:0000790,GO:0003697,GO:0006513,GO:0042275,GO:0042276,GO:0070987,GO:0097505
4896.SPCC16C4.19.1	GO:0005634,GO:0005829
39947.LOC_Os01g07120.1	GO:0005634,GO:0045893
4932.YKL210W	GO:0004839,GO:0005634,GO:0005737,GO:0016567
6239.F31E3.3	GO:0006260
10116.ENSRNOP00000016044	GO:0005201,GO:0005585,GO:0051216
4896.SPAC977.14c.1	GO:0005634,GO:0005829
3702.AT2G46280.1	GO:0005829,GO:0009651,GO:0046686,GO:0080008
10090.ENSMUSP00000071788	GO:0005739
511145.b2183	GO:0000455,GO:0009982
3702.AT1G20840.1	GO:0009624,GO:0009705
511145.b2186	GO:0003676,GO:0009295
511145.b2184	GO:0051301
511145.b2185	GO:0022625
3702.AT3G06860.1	GO:0003857,GO:0005618,GO:0005730,GO:0005777,GO:0006635,GO:0009506,GO:0016508
44689.DDB0191362	GO:0030864,GO:0031154
7227.FBpp0082035	GO:0001078,GO:0004872,GO:0005737,GO:0007270,GO:0007419,GO:0007462,GO:0007464,GO:0007465,GO:0007503,GO:0007510,GO:0042331,GO:0061331
7955.ENSDARP00000070099	GO:0007417,GO:0007422,GO:0030182,GO:0043049,GO:0051091
6239.F18E3.7a.2	GO:0008445,GO:0047821
9606.ENSP00000373298	GO:0001507,GO:0005605,GO:0005615,GO:0008105
4932.YIL018W	GO:0002181,GO:0003735,GO:0022625
3702.AT1G18480.1	GO:0005829
44689.DDB0191364	GO:0003872,GO:0005945,GO:0006002,GO:0006007,GO:0031115
316385.ECDH10B_2971	GO:0005829,GO:0008736,GO:0008790,GO:0019571,GO:0042355
316385.ECDH10B_2970	GO:0015517,GO:0015518,GO:0015535,GO:0015755,GO:0016021
316385.ECDH10B_2973	GO:0016857,GO:0042806
316385.ECDH10B_2972	GO:0008737,GO:0019571,GO:0042355
316385.ECDH10B_2975	GO:0000453,GO:0070677
316385.ECDH10B_2977	GO:0006351,GO:0006355
10116.ENSRNOP00000018190	GO:0005829
10116.ENSRNOP00000018194	GO:0005634,GO:0006513,GO:0008333,GO:0030374
511145.b3974	GO:0004594,GO:0005524,GO:0015937
9606.ENSP00000470004	GO:0000028,GO:0000184,GO:0000462,GO:0002548,GO:0003735,GO:0005730,GO:0006413,GO:0006414,GO:0006415,GO:0006614,GO:0007000,GO:0009991,GO:0019083,GO:0022627,GO:0030218,GO:0042803,GO:0051262,GO:0051272,GO:0060265,GO:0060266
10090.ENSMUSP00000111457	GO:0004439
9606.ENSP00000231461	GO:0000139,GO:0001574,GO:0003828,GO:0006491,GO:0007411,GO:0033691
3702.AT1G47750.1	GO:0005779,GO:0016559,GO:0042802,GO:0044375
3702.AT4G30140.1	GO:0005615,GO:0050525,GO:0090406
511145.b2455	GO:0004029
511145.b2456	GO:0006974
10116.ENSRNOP00000033840	GO:0001972,GO:0005829
9606.ENSP00000333779	GO:0005737,GO:0005887
4896.SPAC1952.02.1	GO:0005730
7227.FBpp0074653	GO:0001104,GO:0016592,GO:0022416,GO:0030177,GO:0036011,GO:0045498,GO:0048749
9606.ENSP00000399078	GO:0004930,GO:0005887,GO:0007338
316385.ECDH10B_1554	GO:0005737,GO:0008999,GO:0017198
10116.ENSRNOP00000047747	GO:0008527
4896.SPCC16C4.05.1	GO:0005829
10090.ENSMUSP00000020118	GO:0006470,GO:0060420
6239.T23G5.6.2	GO:0005634
9606.ENSP00000337477	GO:0016580,GO:0030336
9913.ENSBTAP00000042403	GO:0003887,GO:0005634
9606.ENSP00000198767	GO:0005654,GO:0005730,GO:0006361
4896.SPAC13G7.01c.1	GO:0005829
7227.FBpp0297352	GO:0005938,GO:0008407,GO:0035317,GO:0042052,GO:0045177,GO:0045860,GO:0045893,GO:0048601,GO:0048800,GO:0048814,GO:0070593
273121.WS0969	GO:0006807,GO:0030288
10090.ENSMUSP00000027837	GO:0001569,GO:0001942,GO:0001947,GO:0003148,GO:0003149,GO:0003150,GO:0003347,GO:0003402,GO:0005911,GO:0007266,GO:0009952,GO:0016323,GO:0016324,GO:0016328,GO:0022007,GO:0030134,GO:0032835,GO:0032956,GO:0035019,GO:0035058,GO:0035787,GO:0036342,GO:0042060,GO:0043507,GO:0045176,GO:0045197,GO:0048103,GO:0048105,GO:0048546,GO:0060028,GO:0060122,GO:0060187,GO:0060488,GO:0060489,GO:0060490,GO:0060947,GO:0060993,GO:0090103,GO:0090162,GO:0090177,GO:0090179
9606.ENSP00000277165	GO:0005737
39947.LOC_Os10g34230.1	GO:0019139
9606.ENSP00000465500	GO:0002250,GO:0007267,GO:0008284,GO:0009897,GO:0030316,GO:0043507,GO:0051092,GO:0071848
10090.ENSMUSP00000045217	GO:0007140,GO:0008584,GO:0008585,GO:0042127
10090.ENSMUSP00000045216	GO:0005739
10090.ENSMUSP00000045214	GO:0005622,GO:0005886
10090.ENSMUSP00000021242	GO:0005102,GO:0007217,GO:0046878
3702.AT5G34850.1	GO:0003993,GO:0005773,GO:0005829,GO:0009505,GO:0055062
3702.AT4G34520.1	GO:0009922
4932.YPL148C	GO:0005739,GO:0008897,GO:0018065
4932.YHR015W	GO:0005643,GO:0006406
10090.ENSMUSP00000045218	GO:0005267,GO:0016021
316407.85675621	GO:0005829,GO:0008736,GO:0008790,GO:0019571,GO:0042355
316407.85675620	GO:0015517,GO:0015518,GO:0015535,GO:0015755,GO:0016021
316407.85675623	GO:0016857,GO:0042806
316407.85675622	GO:0008737,GO:0019571,GO:0042355
316407.85675625	GO:0000453,GO:0070677
511145.b3261	GO:0000787,GO:0034401,GO:0043565
316407.85675627	GO:0006351,GO:0006355
316407.85675629	GO:0000096,GO:0016783,GO:0030170
10116.ENSRNOP00000001822	GO:0005788,GO:0005790,GO:0006457,GO:0006886,GO:0030133
10116.ENSRNOP00000019246	GO:0003158,GO:0005922,GO:0006816,GO:0007267,GO:0048265
316385.ECDH10B_4108	GO:0004807,GO:0005829,GO:0006094,GO:0016020
5141.EFNCRP00000000374	GO:0004165,GO:0005777,GO:0006635
3702.AT3G14390.1	GO:0008836,GO:0009570
9606.ENSP00000362221	GO:0005634,GO:0005737
3702.AT4G36730.1	GO:0005737,GO:0010310,GO:0010629,GO:0043565,GO:0090342
3702.AT1G04810.1	GO:0000502,GO:0005634,GO:0005829,GO:0005886,GO:0030163
316385.ECDH10B_4102	GO:0003700,GO:0045892,GO:0045893
39947.LOC_Os04g39880.1	GO:0004338,GO:0004565,GO:0033907,GO:0047701,GO:0080083
4932.YDL042C	GO:0000183,GO:0000783,GO:0001300,GO:0001302,GO:0005724,GO:0006333,GO:0006348,GO:0008156,GO:0030466,GO:0030869,GO:0032041,GO:0045910,GO:0046969,GO:0046970
9606.ENSP00000276410	GO:0004889,GO:0005892,GO:0015464
9606.ENSP00000276414	GO:0005183,GO:0005576,GO:0007165,GO:0007267,GO:0007275,GO:0008285
6239.W02B12.3a.1	GO:0005634,GO:0007275,GO:0007283,GO:0040009
3702.AT3G12580.1	GO:0005524,GO:0005618,GO:0005739,GO:0005774,GO:0005794,GO:0005829,GO:0005886,GO:0009408,GO:0009615,GO:0009617,GO:0009644,GO:0016567,GO:0042542,GO:0046686,GO:0048046
10116.ENSRNOP00000017175	GO:0003955,GO:0004784,GO:0005829,GO:0006801,GO:0006979,GO:0007568,GO:0007584,GO:0032355,GO:0043025,GO:0043525,GO:0045471
9606.ENSP00000334928	GO:0005001,GO:0005887
9606.ENSP00000331736	GO:0002092,GO:0002523,GO:0004888,GO:0005615,GO:0005901,GO:0005905,GO:0007157,GO:0007202,GO:0007596,GO:0019722,GO:0030029,GO:0030863,GO:0032496,GO:0033691,GO:0034612,GO:0043274,GO:0048471,GO:0050727,GO:0050901,GO:0070492,GO:0070555
10090.ENSMUSP00000020501	GO:0016604,GO:0019789,GO:0034504,GO:2000060
196627.cg2958	GO:0034077,GO:0045149,GO:0047512,GO:0051289,GO:0070403,GO:0070404
4896.SPAC144.17c.1	GO:0005829
9606.ENSP00000339521	GO:0005829,GO:0007165,GO:0034329
10090.ENSMUSP00000113768	GO:0001654,GO:0001701,GO:0003382,GO:0005814,GO:0007219,GO:0007224,GO:0007368,GO:0008104,GO:0008544,GO:0009952,GO:0016485,GO:0021513,GO:0021537,GO:0030992,GO:0031122,GO:0031512,GO:0032391,GO:0035085,GO:0042487,GO:0042733,GO:0045177,GO:0045862,GO:0048568,GO:0048853,GO:0050680,GO:0060021,GO:0060271,GO:0060411,GO:0060426
9606.ENSP00000339527	GO:0000122,GO:0003700,GO:0005654,GO:0006417,GO:0007173,GO:0008543,GO:0038095,GO:0043525,GO:0043565,GO:0045087,GO:0045648,GO:0045944,GO:0048011,GO:0048015
3702.AT3G56850.1	GO:0003677,GO:0005634,GO:0009737
10090.ENSMUSP00000058109	GO:0004842,GO:0005737,GO:0032608,GO:0034340,GO:0051607,GO:0070534
9606.ENSP00000339529	GO:0000171,GO:0000172,GO:0004526,GO:0005655,GO:0016078
316385.ECDH10B_4105	GO:0000287,GO:0003872,GO:0005524,GO:0005945,GO:0006096,GO:0019003,GO:0042802,GO:0044275
10090.ENSMUSP00000113767	GO:0005634,GO:0051092,GO:1900017
3702.AT4G32980.1	GO:0005634,GO:0008285,GO:0009640,GO:0010073,GO:0010227,GO:0010228,GO:0010371,GO:0043565,GO:0090470
9606.ENSP00000027335	GO:0005215,GO:0007155
4896.SPBC409.06.1	GO:0000502,GO:0004843,GO:0034399,GO:0043161,GO:0071947
3702.AT2G40880.1	GO:0004869,GO:0006972,GO:0006979,GO:0009409,GO:0009414
